Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype/variation,GEO_Accession (exp),Instrument,ip,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain,rna_fraction
SRR12840045,OTHER,75,4018565175,PRJNA669852,SAMN16478231,1525058563,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9307548,"RPB3::RPB3-3xFLAG NAT\, RSC30::HIS3",GSM4835570,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835570,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840036,OTHER,76,3572479028,PRJNA669852,SAMN16478266,1454829656,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9307539,"RPB3::RPB3-3xFLAG NAT\, PAF1::HIS3",GSM4835561,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835561,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840040,OTHER,74,3601165636,PRJNA669852,SAMN16478268,1475344585,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9307543,"RPB3::RPB3-3xFLAG NAT\, RPB4::HIS3",GSM4835565,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835565,Yeast,SRP287624,BY4741,Nascent RNA
SRR15417439,OTHER,76,4203372964,PRJNA669852,SAMN20712971,1647114537,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX11719286,"RPB3::RPB3-3xFLAG NAT\, RCO1::HIS3",GSM5514160,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM5514160,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840077,OTHER,75,1269266925,PRJNA669852,SAMN16478199,485590827,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9307580,"RPB3::RPB3-3xFLAG NAT\, GCN5::HIS3",GSM4835602,NextSeq 500,"IP against histone H4K12Ac (Millipore, 07-595)",SINGLE,other,GENOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835602,Yeast,SRP287624,BY4742,
SRR12840030,OTHER,76,4071122172,PRJNA669852,SAMN16478239,1512824861,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9307533,"RPB3::RPB3-3xFLAG NAT\, NAP1::HIS3",GSM4835555,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835555,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840068,OTHER,76,3426848208,PRJNA669852,SAMN16478206,1293128855,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307571,RPB3::RPB3-3xFLAG NAT,GSM4835593,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835593,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840071,OTHER,75,1648234725,PRJNA669852,SAMN16478208,620958987,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307574,"RPB3::RPB3-3xFLAG NAT\, EAF1::HIS3",GSM4835596,NextSeq 500,"IP against histone H3K23Ac (Millipore, 07-355)",SINGLE,other,GENOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835596,Yeast,SRP287624,BY4742,
SRR12839982,OTHER,76,3009073168,PRJNA669852,SAMN16478312,1104223078,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307485,"RPB3::RPB3-3xFLAG NAT\, CDC73::HIS3",GSM4835507,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835507,Yeast,SRP287624,BY4741,Nascent RNA
SRR15417435,OTHER,76,4016376028,PRJNA669852,SAMN20712967,1579834078,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11719282,"RPB3::RPB3-3xFLAG NAT\, BYE1::HIS3",GSM5514156,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM5514156,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840012,OTHER,75,2916958050,PRJNA669852,SAMN16478302,1100983244,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307515,"RPB3::RPB3-3xFLAG NAT\, HPC2::HIS3",GSM4835537,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835537,Yeast,SRP287624,BY4741,Nascent RNA
